index,y,mass,share,ratio,precision,hit,sum_R,sum_positive,mass_r2,share_r2,ratio_r2,mass_r4,share_r4,ratio_r4,mass_r6,share_r6,ratio_r6,profil_0–1,profil_1–2,profil_2–4,profil_4–8,profil_8–16,profil_> 16,profil_im Thalamus
0,12.600000381469727,0.0832497626543045,0.02000984611475488,4.160439968109131,0.2777777777777778,False,6.014695167541504,6.0305938720703125,0.22750772535800934,0.04524448538169575,5.028407847689888,0.32636159658432007,0.09050485159364131,3.606012173244087,0.3747841417789459,0.15953882068954564,2.3491720708419717,0.0726824700832367,0.07157547771930695,0.09885388612747192,0.09052298963069916,0.38088512420654297,0.2022302895784378,0.0832497626543045
1,13.829999923706055,0.08995943516492844,0.01983535081177213,4.535308361053467,0.2754880694143167,False,7.11195182800293,7.1344194412231445,0.24327142536640167,0.04390166943950433,5.541279602171509,0.34377941489219666,0.08628305891801961,3.9843211309746542,0.3894476592540741,0.15108140668923184,2.5777338706883484,0.0775618925690651,0.07575009018182755,0.10050798952579498,0.07950005680322647,0.3343454599380493,0.24237506091594696,0.08995943516492844
2,6.760000228881836,0.07232530415058136,0.008671558314946893,8.340519905090332,0.257396449704142,False,3.78955078125,3.7990238666534424,0.20266567170619965,0.022564010467443173,8.9818107467473,0.29072749614715576,0.050002565549797325,5.814251587903456,0.32951101660728455,0.09341166812047821,3.5275145304363464,0.06639313697814941,0.06394723057746887,0.08806183189153671,0.06788312643766403,0.31587186455726624,0.32551756501197815,0.07232530415058136
3,26.850000381469727,0.16723881661891937,0.0330376148933814,5.062073230743408,0.33482309124767223,False,16.767955780029297,16.92327117919922,0.41159889101982117,0.06361432737384799,6.470223108717966,0.5317524671554565,0.11422278549544118,4.655397474759357,0.5694180727005005,0.18766841800888387,3.0341710061921305,0.12830258905887604,0.11605747044086456,0.12015354633331299,0.07432214915752411,0.2985667884349823,0.09535865485668182,0.16723881661891937
4,19.75,0.14847688376903534,0.028540874868133934,5.202253818511963,0.3250632911392405,False,11.298677444458008,11.42054271697998,0.3826923072338104,0.05846905302099741,6.545211311980339,0.5010953545570374,0.10922123152068672,4.587893283936547,0.5461068749427795,0.1849159669937427,2.9532705250988904,0.12206684798002243,0.11214858293533325,0.11840301752090454,0.08756471425294876,0.30953189730644226,0.10180813819169998,0.14847688376903534
5,2.9100000858306885,0.006059970241039991,0.00414435456306255,1.4622228145599365,0.0,False,0.7371796369552612,0.7616981863975525,0.019706789404153824,0.014013899965819756,1.4062316308964076,0.03098583221435547,0.03492081576848582,0.8873169636065186,0.036189522594213486,0.07051099464509514,0.5132465195870115,0.00635505048558116,0.00729176914319396,0.011279040947556496,0.007520195096731186,0.09740543365478516,0.8640886545181274,0.006059970241039991
6,10.15999984741211,0.10316451638936996,0.01602751179189475,6.436714172363281,0.31496062992125984,False,4.995140075683594,5.014649391174316,0.2727317810058594,0.03801801517565585,7.173751174166983,0.3814927339553833,0.07829187108580082,4.872699153368064,0.43255311250686646,0.14164471297187298,3.053789325640135,0.08681269735097885,0.08275455236434937,0.10876096785068512,0.07904107868671417,0.31477266550064087,0.22469355165958405,0.10316451638936996
7,18.760000228881836,0.11235936731100082,0.02202601794016813,5.101211071014404,0.2990405117270789,False,11.696433067321777,11.760207176208496,0.29751327633857727,0.04560184098060396,6.524150559296936,0.40363064408302307,0.08582632790118819,4.702876773986216,0.4465390145778656,0.14625698586389893,3.053112382566105,0.09470226615667343,0.09045165777206421,0.1061173602938652,0.07774516195058823,0.31032776832580566,0.20829635858535767,0.11235936731100082
8,26.969999313354492,0.15986551344394684,0.04350070162421975,3.6750099658966064,0.310715609936967,False,15.295397758483887,15.392459869384766,0.40616247057914734,0.08361425184277166,4.857574655369706,0.5470396876335144,0.1503895224116518,3.637485370397926,0.6147133111953735,0.24626203648445943,2.4961756995547524,0.1270434856414795,0.1192534863948822,0.14087720215320587,0.12428764998912811,0.2670120596885681,0.06166057288646698,0.15986551344394684
9,4.170000076293945,0.037034012377262115,0.005576506459118992,6.641077995300293,0.23261390887290168,False,1.4130555391311646,1.4153618812561035,0.11460237205028534,0.01676963812886143,6.833920396472279,0.18144673109054565,0.03957046190055899,4.585408468228733,0.21817541122436523,0.07771002166412581,2.8075582344752337,0.03522888943552971,0.04233947768807411,0.06684434413909912,0.060020603239536285,0.20582255721092224,0.5527101159095764,0.037034012377262115
10,6.059999942779541,0.04333149269223213,0.00924555648790907,4.686737060546875,0.23267326732673269,True,1.985296368598938,1.9863357543945312,0.12776151299476624,0.02503623464795179,5.103064210385102,0.19140785932540894,0.05571744602944542,3.4353308158499254,0.2254684716463089,0.10606453581508887,2.1257668259576117,0.04058590531349182,0.043844107538461685,0.0636463388800621,0.060739174485206604,0.3138386607170105,0.43401432037353516,0.04333149269223213
11,7.960000038146973,0.07642810791730881,0.01046652290538053,7.302149295806885,0.33040201005025127,False,3.845926523208618,3.8566043376922607,0.2113439291715622,0.026310945142797033,8.032547976689479,0.2937726676464081,0.05634302845421554,5.21400208164402,0.33418402075767517,0.10378425287960868,3.2199877292110366,0.0682157501578331,0.0667000487446785,0.08242875337600708,0.06847387552261353,0.3376076817512512,0.3001457154750824,0.07642810791730881
